r,m,P
66949570.0,2.3237602968420978e+33,1.841936281720414e+26
66959570.0,2.3240340277289904e+33,1.8402550960386126e+26
66969570.0,2.3243076550080982e+33,1.8385753525130373e+26
66979570.0,2.3245811786971036e+33,1.8368970499870666e+26
66989570.0,2.324854598813702e+33,1.8352201873049134e+26
66999570.0,2.3251279153756016e+33,1.8335447633116256e+26
67009570.0,2.325401128400523e+33,1.8318707768530848e+26
67019570.0,2.3256742379062e+33,1.830198226776006e+26
67029570.0,2.3259472439103784e+33,1.8285271119279377e+26
67039570.0,2.3262201464308173e+33,1.8268574311572607e+26
67049570.0,2.326492945485288e+33,1.8251891833131885e+26
67059570.0,2.3267656410915744e+33,1.8235223672457654e+26
67069570.0,2.3270382332674734e+33,1.8218569818058676e+26
67079570.0,2.3273107220307942e+33,1.8201930258452017e+26
67089570.0,2.3275831073993585e+33,1.8185304982163045e+26
67099570.0,2.3278553893910007e+33,1.816869397772543e+26
67109570.0,2.3281275680235675e+33,1.8152097233681134e+26
67119570.0,2.3283996433149184e+33,1.8135514738580403e+26
67129570.0,2.3286716152829252e+33,1.8118946480981773e+26
67139570.0,2.328943483945472e+33,1.8102392449452053e+26
67149570.0,2.329215249320456e+33,1.808585263256633e+26
67159570.0,2.3294869114257866e+33,1.8069327018907963e+26
67169570.0,2.329758470279385e+33,1.805281559706857e+26
67179570.0,2.3300299258991853e+33,1.803631835564803e+26
67189570.0,2.3303012783031343e+33,1.8019835283254485e+26
67199570.0,2.3305725275091906e+33,1.8003366368504317e+26
67209570.0,2.3308436735353258e+33,1.7986911600022164e+26
67219570.0,2.331114716399523e+33,1.7970470966440896e+26
67229570.0,2.3313856561197784e+33,1.7954044456401628e+26
67239570.0,2.3316564927141e+33,1.79376320585537e+26
67249570.0,2.3319272262005087e+33,1.7921233761554686e+26
67259570.0,2.3321978565970366e+33,1.7904849554070377e+26
67269570.0,2.3324683839217293e+33,1.7888479424774785e+26
67279570.0,2.332738808192644e+33,1.7872123362350134e+26
67289570.0,2.3330091294278497e+33,1.7855781355486857e+26
67299570.0,2.3332793476454284e+33,1.783945339288359e+26
67309570.0,2.3335494628634744e+33,1.7823139463247167e+26
67319570.0,2.3338194751000934e+33,1.780683955529262e+26
67329570.0,2.3340893843734036e+33,1.7790553657743164e+26
67339570.0,2.3343591907015355e+33,1.7774281759330207e+26
67349570.0,2.3346288941026315e+33,1.7758023848793334e+26
67359570.0,2.3348984945948464e+33,1.7741779914880304e+26
67369570.0,2.3351679921963466e+33,1.7725549946347045e+26
67379570.0,2.3354373869253114e+33,1.7709333931957657e+26
67389570.0,2.335706678799931e+33,1.76931318604844e+26
67399570.0,2.3359758678384088e+33,1.7676943720707684e+26
67409570.0,2.3362449540589594e+33,1.7660769501416083e+26
67419570.0,2.33651393747981e+33,1.7644609191406306e+26
67429570.0,2.336782818119199e+33,1.7628462779483213e+26
67439570.0,2.3370515959953778e+33,1.7612330254459797e+26
67449570.0,2.3373202711266094e+33,1.7596211605157187e+26
67459570.0,2.337588843531168e+33,1.7580106820404644e+26
67469570.0,2.337857313227341e+33,1.7564015889039548e+26
67479570.0,2.3381256802334264e+33,1.7547938799907398e+26
67489570.0,2.338393944567735e+33,1.753187554186181e+26
67499570.0,2.3386621062485894e+33,1.7515826103764504e+26
67509570.0,2.3389301652943236e+33,1.7499790474485313e+26
67519570.0,2.3391981217232837e+33,1.748376864290217e+26
67529570.0,2.3394659755538277e+33,1.74677605979011e+26
67539570.0,2.3397337268043254e+33,1.745176632837622e+26
67549570.0,2.3400013754931584e+33,1.7435785823229735e+26
67559570.0,2.34026892163872e+33,1.741981907137193e+26
67569570.0,2.3405363652594155e+33,1.7403866061721165e+26
67579570.0,2.3408037063736613e+33,1.7387926783203877e+26
67589570.0,2.341070944999886e+33,1.737200122475457e+26
67599570.0,2.3413380811565304e+33,1.7356089375315813e+26
67609570.0,2.341605114862046e+33,1.7340191223838225e+26
67619570.0,2.3418720461348964e+33,1.7324306759280483e+26
67629570.0,2.3421388749935572e+33,1.730843597060932e+26
67639570.0,2.3424056014565152e+33,1.7292578846799504e+26
67649570.0,2.3426722255422693e+33,1.7276735376833845e+26
67659570.0,2.3429387472693294e+33,1.726090554970319e+26
67669570.0,2.3432051666562174e+33,1.7245089354406416e+26
67679570.0,2.343471483721467e+33,1.7229286779950424e+26
67689570.0,2.3437376984836225e+33,1.7213497815350137e+26
67699570.0,2.344003810961241e+33,1.7197722449628497e+26
67709570.0,2.3442698211728902e+33,1.7181960671816454e+26
67719570.0,2.34453572913715e+33,1.7166212470952964e+26
67729570.0,2.3448015348726112e+33,1.715047783608499e+26
67739570.0,2.3450672383978765e+33,1.713475675626749e+26
67749570.0,2.34533283973156e+33,1.7119049220563412e+26
67759570.0,2.3455983388922868e+33,1.7103355218043698e+26
67769570.0,2.3458637358986943e+33,1.7087674737787268e+26
67779570.0,2.3461290307694306e+33,1.7072007768881026e+26
67789570.0,2.3463942235231555e+33,1.705635430041985e+26
67799570.0,2.34665931417854e+33,1.7040714321506583e+26
67809570.0,2.3469243027542665e+33,1.7025087821252037e+26
67819570.0,2.3471891892690291e+33,1.7009474788774985e+26
67829570.0,2.3474539737415332e+33,1.6993875213202154e+26
67839570.0,2.347718656190495e+33,1.697828908366822e+26
67849570.0,2.3479832366346422e+33,1.6962716389315806e+26
67859570.0,2.348247715092714e+33,1.694715711929548e+26
67869570.0,2.3485120915834613e+33,1.693161126276575e+26
67879570.0,2.3487763661256452e+33,1.6916078808893045e+26
67889570.0,2.3490405387380387e+33,1.6900559746851732e+26
67899570.0,2.349304609439426e+33,1.6885054065824097e+26
67909570.0,2.3495685782486026e+33,1.6869561755000345e+26
67919570.0,2.3498324451843747e+33,1.6854082803578596e+26
67929570.0,2.3500962102655602e+33,1.6838617200764875e+26
67939570.0,2.350359873510988e+33,1.682316493577312e+26
67949570.0,2.3506234349394983e+33,1.6807725997825158e+26
67959570.0,2.3508868945699418e+33,1.679230037615072e+26
67969570.0,2.351150252421181e+33,1.6776888059987427e+26
67979570.0,2.3514135085120893e+33,1.676148903858078e+26
67989570.0,2.351676662861551e+33,1.674610330118416e+26
67999570.0,2.3519397154884617e+33,1.673073083705884e+26
68009570.0,2.352202666411728e+33,1.6715371635473946e+26
68019570.0,2.3524655156502678e+33,1.6700025685706483e+26
68029570.0,2.3527282632230093e+33,1.6684692977041317e+26
68039570.0,2.3529909091488923e+33,1.6669373498771165e+26
68049570.0,2.3532534534468673e+33,1.665406724019661e+26
68059570.0,2.353515896135896e+33,1.6638774190626074e+26
68069570.0,2.3537782372349508e+33,1.6623494339375823e+26
68079570.0,2.3540404767630155e+33,1.660822767576997e+26
68089570.0,2.3543026147390843e+33,1.6592974189140462e+26
68099570.0,2.3545646511821626e+33,1.6577733868827065e+26
68109570.0,2.3548265861112666e+33,1.6562506704177384e+26
68119570.0,2.3550884195454235e+33,1.6547292684546835e+26
68129570.0,2.355350151503671e+33,1.6532091799298662e+26
68139570.0,2.355611782005058e+33,1.651690403780391e+26
68149570.0,2.355873311068644e+33,1.6501729389441435e+26
68159570.0,2.3561347387134998e+33,1.6486567843597894e+26
68169570.0,2.3563960649587065e+33,1.647141938966775e+26
68179570.0,2.356657289823356e+33,1.6456284017053245e+26
68189570.0,2.3569184133265513e+33,1.6441161715164424e+26
68199570.0,2.3571794354874058e+33,1.6426052473419104e+26
68209570.0,2.3574403563250437e+33,1.641095628124289e+26
68219570.0,2.3577011758586e+33,1.639587312806916e+26
68229570.0,2.3579618941072205e+33,1.6380803003339058e+26
68239570.0,2.3582225110900618e+33,1.63657458965015e+26
68249570.0,2.3584830268262906e+33,1.635070179701316e+26
68259570.0,2.358743441335085e+33,1.6335670694338464e+26
68269570.0,2.359003754635633e+33,1.6320652577949596e+26
68279570.0,2.3592639667471337e+33,1.6305647437326484e+26
68289570.0,2.3595240776887969e+33,1.62906552619568e+26
68299570.0,2.3597840874798424e+33,1.6275676041335955e+26
68309570.0,2.3600439961395013e+33,1.626070976496709e+26
68319570.0,2.3603038036870147e+33,1.624575642236107e+26
68329570.0,2.3605635101416347e+33,1.62308160030365e+26
68339570.0,2.3608231155226237e+33,1.621588849651969e+26
68349570.0,2.3610826198492545e+33,1.620097389234467e+26
68359570.0,2.361342023140811e+33,1.618607218005318e+26
68369570.0,2.3616013254165864e+33,1.6171183349194664e+26
68379570.0,2.3618605266958856e+33,1.615630738932627e+26
68389570.0,2.3621196269980233e+33,1.614144429001284e+26
68399570.0,2.3623786263423248e+33,1.6126594040826908e+26
68409570.0,2.362637524748126e+33,1.6111756631348696e+26
68419570.0,2.3628963222347724e+33,1.609693205116611e+26
68429570.0,2.363155018821621e+33,1.6082120289874736e+26
68439570.0,2.3634136145280387e+33,1.6067321337077825e+26
68449570.0,2.3636721093734028e+33,1.6052535182386303e+26
68459570.0,2.3639305033771007e+33,1.603776181541876e+26
68469570.0,2.3641887965585305e+33,1.6023001225801443e+26
68479570.0,2.3644469889371004e+33,1.6008253403168258e+26
68489570.0,2.3647050805322288e+33,1.599351833716076e+26
68499570.0,2.3649630713633447e+33,1.597879601742815e+26
68509570.0,2.3652209614498872e+33,1.5964086433627268e+26
68519570.0,2.3654787508113056e+33,1.5949389575422593e+26
68529570.0,2.3657364394670594e+33,1.5934705432486235e+26
68539570.0,2.3659940274366185e+33,1.592003399449793e+26
68549570.0,2.3662515147394631e+33,1.5905375251145044e+26
68559570.0,2.3665089013950833e+33,1.5890729192122552e+26
68569570.0,2.3667661874229793e+33,1.587609580713305e+26
68579570.0,2.367023372842662e+33,1.586147508588674e+26
68589570.0,2.3672804576736518e+33,1.5846867018101426e+26
68599570.0,2.3675374419354797e+33,1.583227159350252e+26
68609570.0,2.3677943256476867e+33,1.581768880182302e+26
68619570.0,2.368051108829824e+33,1.5803118632803528e+26
68629570.0,2.3683077915014522e+33,1.5788561076192217e+26
68639570.0,2.3685643736821432e+33,1.577401612174485e+26
68649570.0,2.368820855391478e+33,1.5759483759224762e+26
68659570.0,2.3690772366490475e+33,1.574496397840287e+26
68669570.0,2.3693335174744535e+33,1.573045676905765e+26
68679570.0,2.3695896978873074e+33,1.571596212097515e+26
68689570.0,2.3698457779072303e+33,1.5701480023948967e+26
68699570.0,2.3701017575538538e+33,1.568701046778026e+26
68709570.0,2.370357636846819e+33,1.5672553442277735e+26
68719570.0,2.370613415805777e+33,1.5658108937257643e+26
68729570.0,2.370869094450389e+33,1.5643676942543775e+26
68739570.0,2.3711246728003266e+33,1.5629257447967462e+26
68749570.0,2.3713801508752702e+33,1.561485044336756e+26
68759570.0,2.371635528694911e+33,1.560045591859046e+26
68769570.0,2.3718908062789496e+33,1.5586073863490065e+26
68779570.0,2.3721459836470965e+33,1.5571704267927807e+26
68789570.0,2.3724010608190725e+33,1.5557347121772623e+26
68799570.0,2.3726560378146077e+33,1.5543002414900965e+26
68809570.0,2.3729109146534423e+33,1.5528670137196784e+26
68819570.0,2.373165691355326e+33,1.5514350278551532e+26
68829570.0,2.3734203679400186e+33,1.550004282886416e+26
68839570.0,2.3736749444272898e+33,1.5485747778041105e+26
68849570.0,2.3739294208369183e+33,1.547146511599629e+26
68859570.0,2.3741837971886937e+33,1.545719483265112e+26
68869570.0,2.374438073502414e+33,1.5442936917934482e+26
68879570.0,2.374692249797888e+33,1.542869136178273e+26
68889570.0,2.3749463260949337e+33,1.5414458154139683e+26
68899570.0,2.375200302413379e+33,1.540023728495663e+26
68909570.0,2.375454178773061e+33,1.5386028744192318e+26
68919570.0,2.3757079551938269e+33,1.5371832521812944e+26
68929570.0,2.3759616316955334e+33,1.5357648607792156e+26
68939570.0,2.3762152082980468e+33,1.5343476992111048e+26
68949570.0,2.376468685021243e+33,1.5329317664758156e+26
68959570.0,2.3767220618850077e+33,1.5315170615729449e+26
68969570.0,2.3769753389092357e+33,1.5301035835028329e+26
68979570.0,2.3772285161138318e+33,1.5286913312665627e+26
68989570.0,2.3774815935187103e+33,1.5272803038659592e+26
68999570.0,2.3777345711437948e+33,1.5258705003035896e+26
69009570.0,2.3779874490090186e+33,1.5244619195827618e+26
69019570.0,2.3782402271343241e+33,1.5230545607075253e+26
69029570.0,2.378492905539664e+33,1.5216484226826694e+26
69039570.0,2.378745484245e+33,1.520243504513724e+26
69049570.0,2.3789979632703027e+33,1.5188398052069578e+26
69059570.0,2.3792503426355534e+33,1.5174373237693794e+26
69069570.0,2.3795026223607416e+33,1.5160360592087353e+26
69079570.0,2.379754802465867e+33,1.5146360105335105e+26
69089570.0,2.380006882970938e+33,1.5132371767529279e+26
69099570.0,2.3802588638959735e+33,1.5118395568769473e+26
69109570.0,2.3805107452610006e+33,1.5104431499162654e+26
69119570.0,2.3807625270860563e+33,1.5090479548823154e+26
69129570.0,2.381014209391187e+33,1.5076539707872664e+26
69139570.0,2.381265792196448e+33,1.5062611966440228e+26
69149570.0,2.3815172755219047e+33,1.5048696314662242e+26
69159570.0,2.381768659387631e+33,1.5034792742682447e+26
69169570.0,2.3820199438137101e+33,1.5020901240651924e+26
69179570.0,2.3822711288202353e+33,1.5007021798729092e+26
69189570.0,2.382522214427308e+33,1.49931544070797e+26
69199570.0,2.38277320065504e+33,1.497929905587683e+26
69209570.0,2.3830240875235514e+33,1.4965455735300879e+26
69219570.0,2.383274875052972e+33,1.4951624435539568e+26
69229570.0,2.3835255632634405e+33,1.4937805146787932e+26
69239570.0,2.383776152175105e+33,1.4923997859248313e+26
69249570.0,2.3840266418081227e+33,1.491020256313036e+26
69259570.0,2.3842770321826597e+33,1.4896419248651022e+26
69269570.0,2.3845273233188917e+33,1.4882647906034543e+26
69279570.0,2.3847775152370034e+33,1.4868888525512461e+26
69289570.0,2.3850276079571882e+33,1.48551410973236e+26
69299570.0,2.385277601499649e+33,1.4841405611714063e+26
69309570.0,2.385527495884598e+33,1.4827682058937238e+26
69319570.0,2.3857772911322554e+33,1.4813970429253781e+26
69329570.0,2.3860269872628517e+33,1.4800270712931619e+26
69339570.0,2.3862765842966258e+33,1.4786582900245945e+26
69349570.0,2.3865260822538254e+33,1.477290698147921e+26
69359570.0,2.3867754811547078e+33,1.4759242946921122e+26
69369570.0,2.387024781019539e+33,1.474559078686864e+26
69379570.0,2.387273981868594e+33,1.4731950491625968e+26
69389570.0,2.3875230837221566e+33,1.4718322051504555e+26
69399570.0,2.3877720866005196e+33,1.4704705456823085e+26
69409570.0,2.388020990523985e+33,1.4691100697907479e+26
69419570.0,2.3882697955128633e+33,1.4677507765090882e+26
69429570.0,2.3885185015874744e+33,1.4663926648713667e+26
69439570.0,2.388767108768147e+33,1.4650357339123424e+26
69449570.0,2.389015617075218e+33,1.4636799826674962e+26
69459570.0,2.389264026529034e+33,1.4623254101730298e+26
69469570.0,2.3895123371499497e+33,1.4609720154658657e+26
69479570.0,2.3897605489583295e+33,1.4596197975836463e+26
69489570.0,2.390008661974546e+33,1.4582687555647343e+26
69499570.0,2.3902566762189803e+33,1.456918888448211e+26
69509570.0,2.3905045917120232e+33,1.4555701952738771e+26
69519570.0,2.3907524084740737e+33,1.4542226750822516e+26
69529570.0,2.3910001265255398e+33,1.4528763269145714e+26
69539570.0,2.3912477458868378e+33,1.4515311498127907e+26
69549570.0,2.3914952665783934e+33,1.4501871428195811e+26
69559570.0,2.3917426886206404e+33,1.4488443049783308e+26
69569570.0,2.3919900120340216e+33,1.4475026353331441e+26
69579570.0,2.3922372368389882e+33,1.446162132928841e+26
69589570.0,2.3924843630560008e+33,1.4448227968109568e+26
69599570.0,2.392731390705528e+33,1.4434846260257417e+26
69609570.0,2.392978319808047e+33,1.4421476196201602e+26
69619570.0,2.3932251503840442e+33,1.4408117766418908e+26
69629570.0,2.393471882454014e+33,1.4394770961393256e+26
69639570.0,2.3937185160384598e+33,1.4381435771615697e+26
69649570.0,2.3939650511578933e+33,1.4368112187584408e+26
69659570.0,2.3942114878328353e+33,1.4354800199804687e+26
69669570.0,2.3944578260838144e+33,1.434149979878895e+26
69679570.0,2.3947040659313682e+33,1.4328210975056729e+26
69689570.0,2.3949502073960428e+33,1.4314933719134659e+26
69699570.0,2.395196250498393e+33,1.4301668021556482e+26
69709570.0,2.395442195258982e+33,1.428841387286304e+26
69719570.0,2.3956880416983807e+33,1.4275171263602268e+26
69729570.0,2.3959337898371698e+33,1.4261940184329194e+26
69739570.0,2.3961794396959377e+33,1.424872062560593e+26
69749570.0,2.3964249912952813e+33,1.4235512578001674e+26
69759570.0,2.396670444655806e+33,1.4222316032092694e+26
69769570.0,2.3969157997981255e+33,1.420913097846234e+26
69779570.0,2.3971610567428622e+33,1.4195957407701022e+26
69789570.0,2.3974062155106465e+33,1.418279531040622e+26
69799570.0,2.3976512761221178e+33,1.4169644677182472e+26
69809570.0,2.3978962385979232e+33,1.4156505498641372e+26
69819570.0,2.3981411029587184e+33,1.414337776540156e+26
69829570.0,2.3983858692251675e+33,1.413026146808873e+26
69839570.0,2.3986305374179427e+33,1.4117156597335615e+26
69849570.0,2.398875107557725e+33,1.4104063143781982e+26
69859570.0,2.3991195796652028e+33,1.4090981098074635e+26
69869570.0,2.399363953761074e+33,1.4077910450867407e+26
69879570.0,2.399608229866044e+33,1.4064851192821154e+26
69889570.0,2.3998524080008263e+33,1.4051803314603752e+26
69899570.0,2.400096488186143e+33,1.4038766806890093e+26
69909570.0,2.4003404704427243e+33,1.402574166036208e+26
69919570.0,2.4005843547913088e+33,1.4012727865708623e+26
69929570.0,2.4008281412526432e+33,1.3999725413625633e+26
69939570.0,2.401071829847482e+33,1.398673429481602e+26
69949570.0,2.4013154205965882e+33,1.3973754499989689e+26
69959570.0,2.4015589135207332e+33,1.3960786019863532e+26
69969570.0,2.4018023086406962e+33,1.3947828845161425e+26
69979570.0,2.4020456059772647e+33,1.3934882966614225e+26
69989570.0,2.402288805551234e+33,1.3921948374959768e+26
69999570.0,2.4025319073834078e+33,1.3909025060942858e+26
70009570.0,2.402774911494598e+33,1.3896113015315266e+26
70019570.0,2.4030178179056242e+33,1.3883212228835727e+26
70029570.0,2.4032606266373143e+33,1.3870322692269937e+26
70039570.0,2.4035033377105042e+33,1.385744439639054e+26
70049570.0,2.4037459511460378e+33,1.3844577331977136e+26
70059570.0,2.403988466964767e+33,1.3831721489816264e+26
70069570.0,2.404230885187552e+33,1.3818876860701407e+26
70079570.0,2.4044732058352603e+33,1.3806043435432984e+26
70089570.0,2.4047154289287683e+33,1.3793221204818348e+26
70099570.0,2.4049575544889593e+33,1.3780410159671776e+26
70109570.0,2.4051995825367256e+33,1.376761029081447e+26
70119570.0,2.405441513092967e+33,1.3754821589074553e+26
70129570.0,2.4056833461785908e+33,1.374204404528706e+26
70139570.0,2.4059250818145127e+33,1.3729277650293935e+26
70149570.0,2.4061667200216563e+33,1.371652239494403e+26
70159570.0,2.406408260820953e+33,1.37037782700931e+26
70169570.0,2.406649704233342e+33,1.369104526660379e+26
70179570.0,2.40689105027977e+33,1.3678323375345647e+26
