r,m,P
62199570.0,2.1817384673446224e+33,2.8262167198573006e+26
62209570.0,2.1820631431061742e+33,2.8237037251454523e+26
62219570.0,2.1823877086311758e+33,2.8211928249101026e+26
62229570.0,2.1827121639291284e+33,2.8186840175444977e+26
62239570.0,2.1830365090095552e+33,2.8161773014429414e+26
62249570.0,2.1833607438820018e+33,2.813672675000795e+26
62259570.0,2.1836848685560355e+33,2.8111701366144766e+26
62269570.0,2.184008883041246e+33,2.8086696846814602e+26
62279570.0,2.1843327873472443e+33,2.806171317600276e+26
62289570.0,2.1846565814836647e+33,2.8036750337705095e+26
62299570.0,2.1849802654601623e+33,2.801180831592801e+26
62309570.0,2.185303839286415e+33,2.798688709468846e+26
62319570.0,2.185627302972122e+33,2.796198665801393e+26
62329570.0,2.185950656527005e+33,2.7937106989942453e+26
62339570.0,2.1862738999608068e+33,2.7912248074522586e+26
62349570.0,2.1865970332832932e+33,2.7887409895813417e+26
62359570.0,2.186920056504251e+33,2.7862592437884556e+26
62369570.0,2.187242969633489e+33,2.7837795684816135e+26
62379570.0,2.187565772680838e+33,2.7813019620698793e+26
62389570.0,2.1878884656561505e+33,2.7788264229633686e+26
62399570.0,2.188211048569301e+33,2.7763529495732474e+26
62409570.0,2.188533521430185e+33,2.773881540311731e+26
62419570.0,2.1888558842487207e+33,2.7714121935920858e+26
62429570.0,2.1891781370348475e+33,2.768944907828626e+26
62439570.0,2.1895002797985262e+33,2.766479681436715e+26
62449570.0,2.1898223125497397e+33,2.764016512832765e+26
62459570.0,2.1901442352984925e+33,2.7615554004342358e+26
62469570.0,2.1904660480548107e+33,2.759096342659634e+26
62479570.0,2.1907877508287417e+33,2.756639337928514e+26
62489570.0,2.191109343630355e+33,2.754184384661476e+26
62499570.0,2.191430826469741e+33,2.751731481280167e+26
62509570.0,2.1917521993570124e+33,2.7492806262072785e+26
62519570.0,2.1920734623023027e+33,2.7468318178665485e+26
62529570.0,2.1923946153157672e+33,2.744385054682759e+26
62539570.0,2.1927156584075824e+33,2.741940335081736e+26
62549570.0,2.1930365915879465e+33,2.73949765749035e+26
62559570.0,2.1933574148670793e+33,2.737057020336514e+26
62569570.0,2.1936781282552216e+33,2.7346184220491853e+26
62579570.0,2.1939987317626355e+33,2.732181861058362e+26
62589570.0,2.194319225399605e+33,2.7297473357950857e+26
62599570.0,2.1946396091764349e+33,2.7273148446914386e+26
62609570.0,2.1949598831034515e+33,2.7248843861805444e+26
62619570.0,2.1952800471910025e+33,2.722455958696567e+26
62629570.0,2.1956001014494565e+33,2.7200295606747114e+26
62639570.0,2.195920045889204e+33,2.7176051905512218e+26
62649570.0,2.1962398805206558e+33,2.7151828467633817e+26
62659570.0,2.1965596053542444e+33,2.7127625277495135e+26
62669570.0,2.196879220400424e+33,2.7103442319489782e+26
62679570.0,2.1971987256696686e+33,2.7079279578021747e+26
62689570.0,2.1975181211724746e+33,2.705513703750539e+26
62699570.0,2.197837406919359e+33,2.7031014682365446e+26
62709570.0,2.1981565829208598e+33,2.7006912497037017e+26
62719570.0,2.1984756491875363e+33,2.6982830465965566e+26
62729570.0,2.1987946057299688e+33,2.6958768573606906e+26
62739570.0,2.1991134525587583e+33,2.6934726804427214e+26
62749570.0,2.199432189684527e+33,2.6910705142903005e+26
62759570.0,2.1997508171179183e+33,2.6886703573521145e+26
62769570.0,2.2000693348695962e+33,2.6862722080778834e+26
62779570.0,2.2003877429502458e+33,2.6838760649183607e+26
62789570.0,2.200706041370573e+33,2.681481926325333e+26
62799570.0,2.2010242301413048e+33,2.6790897907516195e+26
62809570.0,2.2013423092731888e+33,2.676699656651071e+26
62819570.0,2.2016602787769936e+33,2.6743115224785708e+26
62829570.0,2.201978138663509e+33,2.6719253866900326e+26
62839570.0,2.2022958889435446e+33,2.669541247742401e+26
62849570.0,2.202613529627932e+33,2.6671591040936507e+26
62859570.0,2.2029310607275222e+33,2.664778954202787e+26
62869570.0,2.203248482253188e+33,2.6624007965298438e+26
62879570.0,2.203565794215823e+33,2.6600246295358837e+26
62889570.0,2.2038829966263404e+33,2.6576504516829983e+26
62899570.0,2.204200089495675e+33,2.655278261434307e+26
62909570.0,2.204517072834782e+33,2.6529080572539565e+26
62919570.0,2.204833946654637e+33,2.6505398376071212e+26
62929570.0,2.2051507109662366e+33,2.6481736009600016e+26
62939570.0,2.205467365780598e+33,2.645809345779824e+26
62949570.0,2.2057839111087582e+33,2.6434470705348413e+26
62959570.0,2.2061003469617756e+33,2.6410867736943308e+26
62969570.0,2.2064166733507287e+33,2.6387284537285952e+26
62979570.0,2.2067328902867168e+33,2.6363721091089613e+26
62989570.0,2.2070489977808592e+33,2.63401773830778e+26
62999570.0,2.207364995844296e+33,2.631665339798425e+26
63009570.0,2.2076808844881877e+33,2.6293149120552935e+26
63019570.0,2.2079966637237152e+33,2.626966453553805e+26
63029570.0,2.2083123335620796e+33,2.624619962770401e+26
63039570.0,2.2086278940145026e+33,2.622275438182545e+26
63049570.0,2.208943345092226e+33,2.619932878268721e+26
63059570.0,2.2092586868065122e+33,2.6175922815084342e+26
63069570.0,2.2095739191686436e+33,2.6152536463822097e+26
63079570.0,2.2098890421899232e+33,2.6129169713715925e+26
63089570.0,2.2102040558816742e+33,2.6105822549591465e+26
63099570.0,2.2105189602552398e+33,2.6082494956284554e+26
63109570.0,2.2108337553219835e+33,2.60591869186412e+26
63119570.0,2.211148441093289e+33,2.60358984215176e+26
63129570.0,2.21146301758056e+33,2.6012629449780122e+26
63139570.0,2.211777484795221e+33,2.5989379988305303e+26
63149570.0,2.2120918427487162e+33,2.5966150021979847e+26
63159570.0,2.2124060914525095e+33,2.5942939535700615e+26
63169570.0,2.2127202309180855e+33,2.5919748514374633e+26
63179570.0,2.2130342611569486e+33,2.589657694291907e+26
63189570.0,2.2133481821806235e+33,2.5873424806261247e+26
63199570.0,2.2136619940006543e+33,2.585029208933862e+26
63209570.0,2.2139756966286058e+33,2.5827178777098797e+26
63219570.0,2.2142892900760624e+33,2.5804084854499503e+26
63229570.0,2.2146027743546284e+33,2.5781010306508603e+26
63239570.0,2.2149161494759283e+33,2.575795511810408e+26
63249570.0,2.2152294154516063e+33,2.573491927427404e+26
63259570.0,2.2155425722933266e+33,2.5711902760016696e+26
63269570.0,2.2158556200127735e+33,2.5688905560340385e+26
63279570.0,2.2161685586216505e+33,2.5665927660263536e+26
63289570.0,2.2164813881316818e+33,2.5642969044814685e+26
63299570.0,2.2167941085546103e+33,2.5620029699032466e+26
63309570.0,2.2171067199022e+33,2.5597109607965602e+26
63319570.0,2.2174192221862333e+33,2.5574208756672902e+26
63329570.0,2.2177316154185133e+33,2.555132713022326e+26
63339570.0,2.2180438996108628e+33,2.5528464713695646e+26
63349570.0,2.2183560747751238e+33,2.5505621492179103e+26
63359570.0,2.2186681409231582e+33,2.548279745077274e+26
63369570.0,2.2189800980668478e+33,2.545999257458574e+26
63379570.0,2.2192919462180936e+33,2.543720684873733e+26
63389570.0,2.2196036853888164e+33,2.5414440258356806e+26
63399570.0,2.219915315590957e+33,2.5391692788583506e+26
63409570.0,2.220226836836475e+33,2.5368964424566815e+26
63419570.0,2.22053824913735e+33,2.534625515146616e+26
63429570.0,2.2208495525055813e+33,2.5323564954451005e+26
63439570.0,2.2211607469531874e+33,2.5300893818700836e+26
63449570.0,2.2214718324922063e+33,2.527824172940518e+26
63459570.0,2.2217828091346955e+33,2.5255608671763576e+26
63469570.0,2.2220936768927322e+33,2.5232994630985585e+26
63479570.0,2.2224044357784128e+33,2.5210399592290782e+26
63489570.0,2.222715085803853e+33,2.518782354090875e+26
63499570.0,2.223025626981188e+33,2.5165266462079068e+26
63509570.0,2.2233360593225728e+33,2.514272834105132e+26
63519570.0,2.2236463828401806e+33,2.512020916308509e+26
63529570.0,2.223956597546205e+33,2.509770891344994e+26
63539570.0,2.2242667034528587e+33,2.5075227577425423e+26
63549570.0,2.2245767005723732e+33,2.5052765140301073e+26
63559570.0,2.224886588917e+33,2.50303215873764e+26
63569570.0,2.225196368499009e+33,2.5007896903960885e+26
63579570.0,2.2255060393306898e+33,2.4985491075373974e+26
63589570.0,2.2258156014243512e+33,2.4963104086945073e+26
63599570.0,2.2261250547923212e+33,2.4940735924013548e+26
63609570.0,2.2264343994469465e+33,2.4918386571928716e+26
63619570.0,2.2267436354005935e+33,2.489605601604984e+26
63629570.0,2.2270527626656474e+33,2.4873744241746133e+26
63639570.0,2.2273617812545127e+33,2.485145123439674e+26
63649570.0,2.227670691179613e+33,2.4829176979390738e+26
63659570.0,2.2279794924533902e+33,2.4806921462127142e+26
63669570.0,2.2282881850883062e+33,2.4784684668014883e+26
63679570.0,2.2285967690968417e+33,2.4762466582472813e+26
63689570.0,2.228905244491496e+33,2.4740267190929707e+26
63699570.0,2.2292136112847875e+33,2.471808647882424e+26
63709570.0,2.2295218694892537e+33,2.4695924431605e+26
63719570.0,2.229830019117451e+33,2.467378103473047e+26
63729570.0,2.2301380601819545e+33,2.4651656273669034e+26
63739570.0,2.2304459926953586e+33,2.4629550133898966e+26
63749570.0,2.2307538166702758e+33,2.460746260090843e+26
63759570.0,2.2310615321193384e+33,2.4585393660195466e+26
63769570.0,2.2313691390551966e+33,2.4563343297268e+26
63779570.0,2.2316766374905202e+33,2.4541311497643826e+26
63789570.0,2.2319840274379974e+33,2.4519298246850604e+26
63799570.0,2.2322913089103348e+33,2.4497303530425863e+26
63809570.0,2.2325984819202585e+33,2.447532733391699e+26
63819570.0,2.2329055464805127e+33,2.4453369642881223e+26
63829570.0,2.2332125026038606e+33,2.4431430442885654e+26
63839570.0,2.2335193503030842e+33,2.4409509719507217e+26
63849570.0,2.2338260895909836e+33,2.4387607458332688e+26
63859570.0,2.234132720480378e+33,2.4365723644958674e+26
63869570.0,2.234439242984105e+33,2.434385826499162e+26
63879570.0,2.234745657115021e+33,2.4322011304047794e+26
63889570.0,2.2350519628860008e+33,2.4300182747753283e+26
63899570.0,2.2353581603099377e+33,2.4278372581743996e+26
63909570.0,2.2356642493997438e+33,2.4256580791665647e+26
63919570.0,2.2359702301683497e+33,2.4234807363173767e+26
63929570.0,2.236276102628704e+33,2.4213052281933682e+26
63939570.0,2.236581866793774e+33,2.419131553362052e+26
63949570.0,2.236887522676546e+33,2.4169597103919196e+26
63959570.0,2.237193070290024e+33,2.4147896978524424e+26
63969570.0,2.2374985096472307e+33,2.4126215143140693e+26
63979570.0,2.237803840761207e+33,2.4104551583482276e+26
63989570.0,2.2381090636450125e+33,2.408290628527322e+26
63999570.0,2.238414178311725e+33,2.4061279234247342e+26
64009570.0,2.2387191847744403e+33,2.403967041614822e+26
64019570.0,2.239024083046273e+33,2.4018079816729202e+26
64029570.0,2.2393288731403558e+33,2.3996507421753384e+26
64039570.0,2.2396335550698396e+33,2.3974953216993613e+26
64049570.0,2.2399381288478938e+33,2.3953417188232485e+26
64059570.0,2.2402425944877054e+33,2.3931899321262335e+26
64069570.0,2.2405469520024803e+33,2.3910399601885238e+26
64079570.0,2.2408512014054422e+33,2.3888918015913002e+26
64089570.0,2.241155342709833e+33,2.3867454549167157e+26
64099570.0,2.241459375928913e+33,2.3846009187478964e+26
64109570.0,2.2417633010759598e+33,2.3824581916689397e+26
64119570.0,2.2420671181642702e+33,2.380317272264914e+26
64129570.0,2.2423708272071586e+33,2.3781781591218593e+26
64139570.0,2.2426744282179575e+33,2.3760408508267854e+26
64149570.0,2.242977921210017e+33,2.3739053459676726e+26
64159570.0,2.2432813061967057e+33,2.3717716431334702e+26
64169570.0,2.2435845831914105e+33,2.3696397409140967e+26
64179570.0,2.2438877522075356e+33,2.367509637900439e+26
64189570.0,2.2441908132585033e+33,2.3653813326843523e+26
64199570.0,2.2444937663577543e+33,2.363254823858659e+26
64209570.0,2.2447966115187464e+33,2.3611301100171486e+26
64219570.0,2.2450993487549562e+33,2.3590071897545776e+26
64229570.0,2.2454019780798775e+33,2.3568860616666683e+26
64239570.0,2.2457044995070225e+33,2.354766724350109e+26
64249570.0,2.2460069130499208e+33,2.3526491764025528e+26
64259570.0,2.2463092187221198e+33,2.350533416422618e+26
64269570.0,2.246611416537185e+33,2.3484194430098874e+26
64279570.0,2.2469135065086996e+33,2.346307254764906e+26
64289570.0,2.2472154886502645e+33,2.3441968502891843e+26
64299570.0,2.2475173629754982e+33,2.342088228185194e+26
64309570.0,2.247819129498037e+33,2.3399813870563704e+26
64319570.0,2.248120788231535e+33,2.3378763255071095e+26
64329570.0,2.248422339189664e+33,2.3357730421427694e+26
64339570.0,2.2487237823861132e+33,2.3336715355696692e+26
64349570.0,2.24902511783459e+33,2.3315718043950884e+26
64359570.0,2.2493263455488184e+33,2.3294738472272664e+26
64369570.0,2.249627465542541e+33,2.3273776626754025e+26
64379570.0,2.2499284778295174e+33,2.3252832493496547e+26
64389570.0,2.2502293824235252e+33,2.3231906058611393e+26
64399570.0,2.250530179338359e+33,2.3210997308219315e+26
64409570.0,2.2508308685878312e+33,2.3190106228450637e+26
64419570.0,2.251131450185772e+33,2.3169232805445256e+26
64429570.0,2.2514319241460284e+33,2.3148377025352633e+26
64439570.0,2.2517322904824652e+33,2.3127538874331795e+26
64449570.0,2.2520325492089646e+33,2.3106718338551323e+26
64459570.0,2.2523327003394267e+33,2.3085915404189358e+26
64469570.0,2.252632743887768e+33,2.306513005743358e+26
64479570.0,2.2529326798679233e+33,2.3044362284481217e+26
64489570.0,2.253232508293844e+33,2.3023612071539034e+26
64499570.0,2.2535322291794998e+33,2.3002879404823334e+26
64509570.0,2.2538318425388764e+33,2.2982164270559943e+26
64519570.0,2.254131348385978e+33,2.2961466654984217e+26
64529570.0,2.2544307467348256e+33,2.2940786544341027e+26
64539570.0,2.2547300375994573e+33,2.292012392488476e+26
64549570.0,2.2550292209939284e+33,2.2899478782879317e+26
64559570.0,2.2553282969323118e+33,2.28788511045981e+26
64569570.0,2.2556272654286974e+33,2.2858240876324013e+26
64579570.0,2.2559261264971922e+33,2.2837648084349455e+26
64589570.0,2.2562248801519205e+33,2.281707271497632e+26
64599570.0,2.2565235264070236e+33,2.2796514754515986e+26
64609570.0,2.25682206527666e+33,2.277597418928931e+26
64619570.0,2.2571204967750054e+33,2.2755451005626627e+26
64629570.0,2.2574188209162522e+33,2.273494518986775e+26
64639570.0,2.2577170377146104e+33,2.2714456728361953e+26
64649570.0,2.2580151471843063e+33,2.2693985607467976e+26
64659570.0,2.258313149339584e+33,2.2673531813554015e+26
64669570.0,2.258611044194704e+33,2.265309533299772e+26
64679570.0,2.2589088317639446e+33,2.2632676152186193e+26
64689570.0,2.2592065120616e+33,2.2612274257515974e+26
64699570.0,2.2595040851019817e+33,2.2591889635393042e+26
64709570.0,2.2598015508994186e+33,2.2571522272232817e+26
64719570.0,2.260098909468256e+33,2.2551172154460142e+26
64729570.0,2.2603961608228562e+33,2.2530839268509287e+26
64739570.0,2.2606933049775984e+33,2.251052360082394e+26
64749570.0,2.2609903419468786e+33,2.249022513785721e+26
64759570.0,2.2612872717451097e+33,2.2469943866071607e+26
64769570.0,2.2615840943867216e+33,2.2449679771939058e+26
64779570.0,2.2618808098861603e+33,2.2429432841940884e+26
64789570.0,2.2621774182578892e+33,2.2409203062567803e+26
64799570.0,2.2624739195163883e+33,2.2388990420319926e+26
64809570.0,2.262770313676154e+33,2.236879490170675e+26
64819570.0,2.2630666007517e+33,2.234861649324715e+26
64829570.0,2.263362780757556e+33,2.2328455181469386e+26
64839570.0,2.2636588537082687e+33,2.2308310952911085e+26
64849570.0,2.2639548196184016e+33,2.2288183794119244e+26
64859570.0,2.2642506785025347e+33,2.2268073691650224e+26
64869570.0,2.2645464303752646e+33,2.2247980632069738e+26
64879570.0,2.2648420752512043e+33,2.222790460195286e+26
64889570.0,2.2651376131449838e+33,2.220784558788401e+26
64899570.0,2.265433044071249e+33,2.2187803576456954e+26
64909570.0,2.265728368044663e+33,2.2167778554274788e+26
64919570.0,2.2660235850799054e+33,2.2147770507949952e+26
64929570.0,2.2663186951916713e+33,2.2127779424104214e+26
64939570.0,2.2666136983946733e+33,2.2107805289368664e+26
64949570.0,2.2669085947036404e+33,2.2087848090383717e+26
64959570.0,2.2672033841333174e+33,2.20679078137991e+26
64969570.0,2.2674980666984658e+33,2.2047984446273845e+26
64979570.0,2.2677926424138637e+33,2.2028077974476303e+26
64989570.0,2.2680871112943055e+33,2.2008188385084115e+26
64999570.0,2.268381473354602e+33,2.1988315664784224e+26
65009570.0,2.2686757286095797e+33,2.196845980027286e+26
65019570.0,2.2689698770740824e+33,2.1948620778255547e+26
65029570.0,2.2692639187629696e+33,2.1928798585447084e+26
65039570.0,2.269557853691117e+33,2.190899320857155e+26
65049570.0,2.2698516818734172e+33,2.1889204634362295e+26
65059570.0,2.2701454033247782e+33,2.1869432849561942e+26
65069570.0,2.270439018060125e+33,2.184967784092237e+26
65079570.0,2.2707325260943978e+33,2.1829939595204725e+26
65089570.0,2.271025927442554e+33,2.1810218099179397e+26
65099570.0,2.2713192221195668e+33,2.179051333962603e+26
65109570.0,2.2716124101404253e+33,2.177082530333351e+26
65119570.0,2.271905491520135e+33,2.1751153977099965e+26
65129570.0,2.2721984662737174e+33,2.1731499347732753e+26
65139570.0,2.2724913344162103e+33,2.1711861402048463e+26
65149570.0,2.2727840959626668e+33,2.1692240126872914e+26
65159570.0,2.2730767509281573e+33,2.167263550904114e+26
65169570.0,2.273369299327767e+33,2.1653047535397393e+26
65179570.0,2.273661741176598e+33,2.1633476192795134e+26
65189570.0,2.2739540764897676e+33,2.1613921468097027e+26
65199570.0,2.27424630528241e+33,2.1594383348174945e+26
65209570.0,2.2745384275696746e+33,2.157486181990995e+26
65219570.0,2.274830443366727e+33,2.1555356870192295e+26
65229570.0,2.2751223526887488e+33,2.153586848592143e+26
65239570.0,2.2754141555509372e+33,2.1516396654005977e+26
65249570.0,2.2757058519685055e+33,2.1496941361363737e+26
65259570.0,2.2759974419566828e+33,2.1477502594921685e+26
65269570.0,2.276288925530714e+33,2.1458080341615966e+26
65279570.0,2.27658030270586e+33,2.1438674588391884e+26
65289570.0,2.2768715734973972e+33,2.1419285322203902e+26
65299570.0,2.277162737920618e+33,2.1399912530015637e+26
65309570.0,2.2774537959908307e+33,2.1380556198799855e+26
65319570.0,2.2777447477233588e+33,2.1361216315538466e+26
65329570.0,2.278035593133542e+33,2.134189286722252e+26
65339570.0,2.2783263322367357e+33,2.13225858408522e+26
65349570.0,2.2786169650483105e+33,2.1303295223436818e+26
65359570.0,2.2789074915836534e+33,2.128402100199481e+26
65369570.0,2.2791979118581665e+33,2.126476316355374e+26
65379570.0,2.2794882258872676e+33,2.1245521695150274e+26
65389570.0,2.27977843368639e+33,2.12262965838302e+26
65399570.0,2.2800685352709834e+33,2.12070878166484e+26
65409570.0,2.2803585306565118e+33,2.1187895380668877e+26
65419570.0,2.2806484198584555e+33,2.1168719262964708e+26
65429570.0,2.2809382028923105e+33,2.1149559450618073e+26
65439570.0,2.2812278797735878e+33,2.1130415930720238e+26
65449570.0,2.2815174505178144e+33,2.111128869037155e+26
65459570.0,2.2818069151405323e+33,2.1092177716681432e+26
65469570.0,2.2820962736572993e+33,2.107308299676838e+26
65479570.0,2.2823855260836884e+33,2.1054004517759956e+26
65489570.0,2.282674672435288e+33,2.103494226679279e+26
65499570.0,2.2829637127277025e+33,2.1015896231012564e+26
65509570.0,2.2832526469765506e+33,2.099686639757402e+26
65519570.0,2.2835414751974674e+33,2.0977852753640937e+26
65529570.0,2.2838301974061027e+33,2.0958855286386153e+26
65539570.0,2.284118813618122e+33,2.0939873982991534e+26
65549570.0,2.2844073238492058e+33,2.0920908830647984e+26
65559570.0,2.2846957281150502e+33,2.0901959816555435e+26
65569570.0,2.2849840264313662e+33,2.088302692792285e+26
65579570.0,2.2852722188138803e+33,2.08641101519682e+26
65589570.0,2.2855603052783343e+33,2.084520947591848e+26
65599570.0,2.285848285840485e+33,2.0826324887009696e+26
65609570.0,2.2861361605161047e+33,2.0807456372486854e+26
65619570.0,2.2864239293209806e+33,2.0788603919603964e+26
65629570.0,2.286711592270915e+33,2.076976751562403e+26
65639570.0,2.2869991493817255e+33,2.0750947147819055e+26
65649570.0,2.2872866006692448e+33,2.073214280347002e+26
65659570.0,2.2875739461493207e+33,2.0713354469866887e+26
65669570.0,2.2878611858378163e+33,2.0694582134308603e+26
65679570.0,2.2881483197506092e+33,2.0675825784103082e+26
65689570.0,2.2884353479035926e+33,2.0657085406567204e+26
65699570.0,2.2887222703126744e+33,2.0638360989026814e+26
65709570.0,2.289009086993778e+33,2.0619652518816717e+26
65719570.0,2.2892957979628408e+33,2.060095998328067e+26
65729570.0,2.289582403235816e+33,2.0582283369771373e+26
65739570.0,2.289868902828672e+33,2.056362266565048e+26
65749570.0,2.2901552967573913e+33,2.054497785828857e+26
65759570.0,2.2904415850379715e+33,2.0526348935065173e+26
65769570.0,2.2907277676864256e+33,2.0507735883368733e+26
65779570.0,2.291013844718781e+33,2.048913869059663e+26
65789570.0,2.2912998161510803e+33,2.0470557344155155e+26
65799570.0,2.2915856819993805e+33,2.0451991831459517e+26
65809570.0,2.291871442279754e+33,2.043344213993384e+26
65819570.0,2.2921570970082876e+33,2.0414908257011147e+26
65829570.0,2.292442646201083e+33,2.0396390170133363e+26
65839570.0,2.2927280898742567e+33,2.0377887866751314e+26
65849570.0,2.2930134280439398e+33,2.035940133432471e+26
65859570.0,2.2932986607262783e+33,2.0340930560322152e+26
65869570.0,2.293583787937433e+33,2.0322475532221123e+26
65879570.0,2.2938688096935794e+33,2.030403623750798e+26
65889570.0,2.294153726010907e+33,2.0285612663677952e+26
65899570.0,2.2944385369056207e+33,2.0267204798235143e+26
65909570.0,2.29472324239394e+33,2.0248812628692506e+26
65919570.0,2.295007842492099e+33,2.0230436142571863e+26
65929570.0,2.2952923372163458e+33,2.0212075327403887e+26
65939570.0,2.295576726582944e+33,2.0193730170728094e+26
65949570.0,2.295861010608171e+33,2.017540066009285e+26
65959570.0,2.2961451893083194e+33,2.0157086783055357e+26
65969570.0,2.2964292626996958e+33,2.013878852718165e+26
65979570.0,2.2967132307986215e+33,2.0120505880046596e+26
65989570.0,2.2969970936214323e+33,2.010223882923388e+26
65999570.0,2.2972808511844787e+33,2.0083987362336018e+26
66009570.0,2.2975645035041252e+33,2.006575146695433e+26
66019570.0,2.297848050596751e+33,2.004753113069895e+26
66029570.0,2.29813149247875e+33,2.0029326341188823e+26
66039570.0,2.2984148291665296e+33,2.0011137086051686e+26
66049570.0,2.2986980606765127e+33,1.9992963352924076e+26
66059570.0,2.298981187025136e+33,1.9974805129451322e+26
66069570.0,2.2992642082288507e+33,1.995666240328754e+26
66079570.0,2.299547124304122e+33,1.9938535162095617e+26
66089570.0,2.29982993526743e+33,1.9920423393547236e+26
66099570.0,2.3001126411352686e+33,1.9902327085322837e+26
66109570.0,2.300395241924146e+33,1.9884246225111632e+26
66119570.0,2.3006777376505847e+33,1.9866180800611595e+26
66129570.0,2.300960128331122e+33,1.9848130799529457e+26
66139570.0,2.3012424139823087e+33,1.983009620958071e+26
66149570.0,2.30152459462071e+33,1.981207701848958e+26
66159570.0,2.3018066702629057e+33,1.9794073213989047e+26
66169570.0,2.302088640925489e+33,1.977608478382083e+26
66179570.0,2.3023705066250678e+33,1.975811171573537e+26
66189570.0,2.302652267378264e+33,1.9740153997491858e+26
66199570.0,2.302933923201714e+33,1.9722211616858188e+26
66209570.0,2.3032154741120672e+33,1.970428456161099e+26
66219570.0,2.3034969201259886e+33,1.96863728195356e+26
66229570.0,2.303778261260156e+33,1.9668476378426064e+26
66239570.0,2.3040594975312618e+33,1.965059522608514e+26
66249570.0,2.3043406289560123e+33,1.9632729350324277e+26
66259570.0,2.304621655551128e+33,1.961487873896363e+26
66269570.0,2.304902577333343e+33,1.9597043379832043e+26
66279570.0,2.3051833943194056e+33,1.9579223260767038e+26
66289570.0,2.3054641065260783e+33,1.956141836961483e+26
66299570.0,2.3057447139701373e+33,1.9543628694230302e+26
66309570.0,2.3060252166683726e+33,1.9525854222477017e+26
66319570.0,2.3063056146375882e+33,1.95080949422272e+26
66329570.0,2.306585907894602e+33,1.9490350841361737e+26
66339570.0,2.306866096456246e+33,1.947262190777018e+26
66349570.0,2.3071461803393658e+33,1.9454908129350723e+26
66359570.0,2.3074261595608204e+33,1.943720949401022e+26
66369570.0,2.3077060341374834e+33,1.9419525989664157e+26
66379570.0,2.3079858040862418e+33,1.9401857604236666e+26
66389570.0,2.3082654694239965e+33,1.9384204325660515e+26
66399570.0,2.308545030167662e+33,1.9366566141877097e+26
66409570.0,2.3088244863341665e+33,1.9348943040836432e+26
66419570.0,2.3091038379404524e+33,1.9331335010497157e+26
66429570.0,2.3093830850034754e+33,1.9313742038826528e+26
66439570.0,2.3096622275402047e+33,1.9296164113800407e+26
66449570.0,2.3099412655676234e+33,1.9278601223403266e+26
66459570.0,2.3102201991027285e+33,1.9261053355628172e+26
66469570.0,2.3104990281625301e+33,1.9243520498476795e+26
66479570.0,2.3107777527640527e+33,1.9226002639959394e+26
66489570.0,2.3110563729243335e+33,1.920849976809481e+26
66499570.0,2.311334888660424e+33,1.919101187091047e+26
66509570.0,2.3116132999893886e+33,1.917353893644238e+26
66519570.0,2.311891606928306e+33,1.9156080952735118e+26
66529570.0,2.3121698094942677e+33,1.9138637907841824e+26
66539570.0,2.3124479077043795e+33,1.9121209789824206e+26
66549570.0,2.31272590157576e+33,1.9103796586752528e+26
66559570.0,2.3130037911255415e+33,1.908639828670561e+26
66569570.0,2.3132815763708698e+33,1.9069014877770816e+26
66579570.0,2.3135592573289042e+33,1.9051646348044058e+26
66589570.0,2.3138368340168172e+33,1.903429268562979e+26
66599570.0,2.314114306451795e+33,1.9016953878640987e+26
66609570.0,2.314391674651037e+33,1.899962991519917e+26
66619570.0,2.314668938631756e+33,1.8982320783434377e+26
66629570.0,2.3149460984111783e+33,1.8965026471485166e+26
66639570.0,2.3152231540065434e+33,1.894774696749861e+26
66649570.0,2.315500105435104e+33,1.8930482259630297e+26
66659570.0,2.3157769527141265e+33,1.8913232336044316e+26
66669570.0,2.3160536958608898e+33,1.8895997184913258e+26
66679570.0,2.316330334892687e+33,1.8878776794418214e+26
66689570.0,2.3166068698268238e+33,1.8861571152748764e+26
66699570.0,2.3168833006806197e+33,1.8844380248102975e+26
66709570.0,2.317159627471407e+33,1.8827204068687398e+26
66719570.0,2.317435850216531e+33,1.8810042602717057e+26
66729570.0,2.3177119689333506e+33,1.8792895838415455e+26
66739570.0,2.317987983639238e+33,1.877576376401456e+26
66749570.0,2.3182638943515778e+33,1.8758646367754803e+26
66759570.0,2.3185397010877685e+33,1.8741543637885074e+26
66769570.0,2.3188154038652213e+33,1.8724455562662717e+26
66779570.0,2.3190910027013605e+33,1.8707382130353523e+26
66789570.0,2.319366497613624e+33,1.869032332923173e+26
66799570.0,2.3196418886194616e+33,1.8673279147580015e+26
66809570.0,2.3199171757363374e+33,1.8656249573689488e+26
66819570.0,2.320192358981728e+33,1.8639234595859694e+26
66829570.0,2.320467438373123e+33,1.86222342023986e+26
66839570.0,2.320742413928025e+33,1.860524838162259e+26
66849570.0,2.3210172856639493e+33,1.8588277121856472e+26
66859570.0,2.3212920535984246e+33,1.8571320411433462e+26
66869570.0,2.3215667177489926e+33,1.855437823869518e+26
66879570.0,2.3218412781332074e+33,1.8537450591991646e+26
66889570.0,2.3221157347686365e+33,1.8520537459681287e+26
66899570.0,2.3223900876728597e+33,1.8503638830130914e+26
66909570.0,2.3226643368634704e+33,1.8486754691715725e+26
66919570.0,2.3229384823580745e+33,1.8469885032819306e+26
66929570.0,2.3232125241742907e+33,1.845302984183362e+26
66939570.0,2.3234864623297502e+33,1.8436189107158995e+26
